citing_oid	citing_date	nd_cite	nw_cite	class	fix	context
20307	2025-05-08	2025 ND 8	16 N.W.3d 221	DB_NO_PARALLEL		mine whether a marriage is short or long term.” Hollingsworth v. Hollingsworth, 2025 ND 8, ¶ 16, 16 N.W.3d 221. Here, th
20308	2025-05-08	2024 ND 233	14 N.W.3d 898	DB_NO_PARALLEL		sponte in violation of the party presentation principle. See Overbo v. Overbo, 2024 ND 233, ¶ 8, 14 N.W.3d 898 (stating
20078	2025-05-22	2024 ND 180	11 N.W.3d 864	DB_NO_PARALLEL		pellate rules must be complied with and treated respectfully.” State v. Roller, 2024 ND 180, ¶ 19, 11 N.W.3d 864 (quotin
20078	2025-05-22	2024 ND 39	4 N.W.3d 242	DB_NO_PARALLEL		ly.” State v. Roller, 2024 ND 180, ¶ 19, 11 N.W.3d 864 (quoting State v. Wiese, 2024 ND 39, ¶ 7, 4 N.W.3d 242). We caut
20078	2025-05-22	2024 ND 44	4 N.W.3d 203	DB_NO_PARALLEL		onfer, under the clearly erroneous standard.” Meuchel v. Red Trail Energy, LLC, 2024 ND 44, ¶ 19, 4 N.W.3d 203. “The cou
20078	2025-05-22	2024 ND 25	2 N.W.3d 646	DB_NO_PARALLEL		lies the law.’” Id. ¶ 15 (quoting Don’s Garden Ctr., Inc. v. Garden Dist. Inc., 2024 ND 25, ¶ 10, 2 N.W.3d 646). “A find
20078	2025-05-22	2022 ND 214	982 N.W.2d 540	DB_NO_PARALLEL		with a definite and firm conviction a mistake has been made.” Fercho v. Fercho, 2022 ND 214, ¶ 24, 982 N.W.2d 540 (quoti
20078	2025-05-22	2025 ND 31	17 N.W.3d 589	DB_NO_PARALLEL		w, which is fully reviewable on appeal.” Bullinger v. Sundog Interactive, Inc., 2025 ND 31, ¶ 6, 17 N.W.3d 589 (quoting
20078	2025-05-22	2019 ND 252	934 N.W.2d 531	DB_NO_PARALLEL		17 N.W.3d 589 (quoting Rocky Mountain Steel Founds., Inc. v. Brockett Co., LLC, 2019 ND 252, ¶ 11, 934 N.W.2d 531). This
20078	2025-05-22	2025 ND 63	18 N.W.3d 882	DB_NO_PARALLEL		934 N.W.2d 531). This Court reviews questions of law de novo. State v. Helland, 2025 ND 63, ¶ 23, 18 N.W.3d 882. [¶23] C
20078	2025-05-22	2022 ND 203	982 N.W.2d 275	DB_NO_PARALLEL		e the valuation date for the marital home was harmless”); Buchholz v. Buchholz, 2022 ND 203, ¶ 12, 982 N.W.2d 275 (concl
20078	2025-05-22	2025 ND 61	18 N.W.3d 847	DB_NO_PARALLEL		luation of marital property unless they are clearly erroneous.” Jones v. Jones, 2025 ND 61, ¶ 16, 18 N.W.3d 847 (quoting
20078	2025-05-22	2025 ND 32	17 N.W.3d 521	DB_NO_PARALLEL		erroneous if they are within the range of evidence presented. Walden v. Walden, 2025 ND 32, ¶ 16, 17 N.W.3d 521. [¶30] “
20078	2025-05-22	2024 ND 147	10 N.W.3d 75	DB_NO_PARALLEL		ouses’ competing testimony on the value of marital property.” Ritter v. Ritter, 2024 ND 147, ¶ 12, 10 N.W.3d 75. We have
20078	2025-05-22	2024 ND 20	2 N.W.3d 652	DB_NO_PARALLEL		rminations and presumes the court’s valuations are correct. Dimmler v. Dimmler, 2024 ND 20, ¶ 11, 2 N.W.3d 652; Orwig v.
20078	2025-05-22	2025 ND 53	18 N.W.3d 613	DB_NO_PARALLEL		onsider the Ruff-Fischer guidelines in dividing the property. Ceynar v. Ceynar, 2025 ND 53, ¶ 5, 18 N.W.3d 613. “[A] pro
20309	2025-05-22	2022 ND 136	977 N.W.2d 294	DB_NO_PARALLEL		"and make an equitable distribution. N.D.C.C. § 14-05-24(1); Berdahl v. Berdahl, 2022 ND 136, ¶ 6, 977 N.W.2d 294. ""Valua"
20309	2025-05-22	2006 ND 192	172 N.W.2d 387	OTHER		"mony is reviewed under the abuse of discretion standard. *State v. Schmidkunz*, 2006 ND 192, ¶ 15, 172 N.W.2d 387. ""The "
20309	2025-05-22	2024 ND 65	5 N.W.3d 509	DB_NO_PARALLEL		"dibility issues, which we will not second-guess on appeal."" *Kemmet v. Kemmet*, 2024 ND 65, ¶ 8, 5 N.W.3d 509 (quoting"
20309	2025-05-22	2022 ND 136	977 N.W.2d 294	DB_NO_PARALLEL		Kemmet v. Kemmet*, 2024 ND 65, ¶ 8, 5 N.W.3d 509 (quoting *Berdahl v. Berdahl*, 2022 ND 136, ¶ 9, 977 N.W.2d 294). The c
20309	2025-05-22	2021 ND 19	955 N.W.2d 27	DB_NO_PARALLEL		court action to the district court by the defendant. *Johnson v. Menard, Inc.*, 2021 ND 19, ¶¶ 24-25, 955 N.W.2d 27. In 
20309	2025-05-22	2019 ND 252	934 N.W.2d 531	DB_NO_PARALLEL		"e party's recovery."" *Rocky Mountain Steel Founds., Inc. v. Brockett Co., LLC,* 2019 ND 252, ¶¶ 23, 25, 934 N.W.2d 531 ("
20310	2025-05-22	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		onclude Lewellyn waived his challenge to the instructions. See State v. Gaddie, 2022 ND 44, ¶ 4, 971 N.W.2d 811 (“Under 
20310	2025-05-22	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		ot timely object, the issue is not preserved for review.”); State v. Studhorse, 2024 ND 110, ¶ 25, 7 N.W.3d 253 (“A part
20311	2025-05-22	2020 ND 261	952 N.W.2d 233	DB_NO_PARALLEL		nd Article I, Section 12 of the North Dakota Constitution.” State v. Rodriguez, 2020 ND 261, ¶ 8, 952 N.W.2d 233. “The r
20311	2025-05-22	2024 ND 47	4 N.W.3d 540	DB_NO_PARALLEL		asoned decision, or if it misinterprets or misapplies the law.” State v. Glaum, 2024 ND 47, ¶ 37, 4 N.W.3d 540. [¶17] L
20081	2025-06-05	2025 ND 3	16 N.W.3d 204	DB_NO_PARALLEL		ourts with greater control in the admissibility of evidence. State v. Thompson, 2025 ND 3, ¶ 5, 16 N.W.3d 204 (cleaned
20083	2025-06-05	2024 ND 130	9 N.W.3d 687	DB_NO_PARALLEL		emotional health or impair the child’s emotional development.” McCay v. McCay, 2024 ND 130, ¶ 6, 9 N.W.3d 687 (emphasis
20084	2025-06-05	2024 ND 158	10 N.W.3d 563	DB_NO_PARALLEL		oth charges of murder and unlawful possession of a firearm. See State v. Watts, 2024 ND 158, ¶ 14, 10 N.W.3d 563 (statin
20086	2025-06-05	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		in the case and affects a substantial right of the defendant.” State v. Gaddie, 2022 ND 44, ¶ 6, 971 N.W.2d 811 (cleaned
20087	2025-06-05	2024 ND 4	1 N.W.3d 919	DB_NO_PARALLEL		eater than the originally imposed, but suspended, sentences. State v. Gonzalez, 2024 ND 4, ¶¶ 10-11, 13, 1 N.W.3d 919. I
20087	2025-06-05	2022 ND 153	978 N.W.2d 674	DB_NO_PARALLEL		instead simply amends and replaces the initial judgment.” State v. Netterville, 2022 ND 153, ¶ 10, 978 N.W.2d 674. Gonza
20090	2025-06-05	2020 ND 218	949 N.W.2d 824	OTHER		ari v. Kaspari, 2023 ND 207, ¶ 4, 997 N.W.2d 621 (quoting Hoffarth v. Hoffarth, 2020 ND 218, ¶ 5, 949 N.W.2d 824). “Alth
20090	2025-06-05	2025 ND 47	17 N.W.3d 828	DB_NO_PARALLEL		ent under N.D.R.Civ.P. 54(b), is necessary for appealability.” Higgins v. Lund, 2025 ND 47, ¶ 8, 17 N.W.3d 828; see also
20090	2025-06-05	2025 ND 57	19 N.W.3d 272	DB_NO_PARALLEL		s v. Lund, 2025 ND 47, ¶ 8, 17 N.W.3d 828; see also Matter of Est. of Kautzman, 2025 ND 57, ¶ 13, 19 N.W.3d 272 (“When f
20090	2025-06-05	2024 ND 76	5 N.W.3d 814	DB_NO_PARALLEL		our long-standing doctrine against piecemeal appeals.” Matter of Est. of Kish, 2024 ND 76, ¶ 11, 5 N.W.3d 814. Under Ru
20090	2025-06-05	2024 ND 81	6 N.W.3d 657	DB_NO_PARALLEL		the parties absent Rule 54(b) certification. Morales v. Weatherford U.S., L.P., 2024 ND 81, ¶ 21, 6 N.W.3d 657. [¶5] Th
20091	2025-06-18	2025 ND 8	16 N.W.3d 221	DB_NO_PARALLEL		testify and deciding not to continue trial. See Hollingsworth v. Hollingsworth, 2025 ND 8, ¶ 5, 16 N.W.3d 221 (“This Co
20091	2025-06-18	2024 ND 46	4 N.W.3d 526	DB_NO_PARALLEL		t court and therefore not preserved for review. See Petro-Hunt, L.L.C. v. Tank, 2024 ND 46, ¶ 44, 4 N.W.3d 526 (inadequa
20091	2025-06-18	2024 ND 168	11 N.W.3d 10	DB_NO_PARALLEL		Tank, 2024 ND 46, ¶ 44, 4 N.W.3d 526 (inadequate briefing); Ebel v. Engelhart, 2024 ND 168, ¶ 15, 11 N.W.3d 10 (failure
20092	2025-06-18	2023 ND 99	991 N.W.2d 62	DB_NO_PARALLEL		dividuals under a modified clearly erroneous standard of review.” In re G.L.D., 2023 ND 99, ¶ 6, 991 N.W.2d 62. We will
20093	2025-06-18	2023 ND 171	996 N.W.2d 329	DB_NO_PARALLEL		f a contractual duty when it is due is a breach of contract. Berger v. Sellers, 2023 ND 171, ¶ 21, 996 N.W.2d 329. “Alth
20095	2025-06-18	2024 ND 113	9 N.W.3d 469	DB_NO_PARALLEL		and for further proceedings consistent with this opinion. I In Roth v. Meyer, 2024 ND 113, 9 N.W.3d 469, we affir
20095	2025-06-18	2022 ND 156	978 N.W.2d 715	DB_NO_PARALLEL		he clearly erroneous standard. Great Plains Royalty Corp. v. Earl Schwartz Co., 2022 ND 156, ¶ 13, 978 N.W.2d 715. “A fi
20095	2025-06-18	2024 ND 233	14 N.W.3d 898	DB_NO_PARALLEL		rty alleged adverse possession as the basis for their claims. Overbo v. Overbo, 2024 ND 233, ¶ 8, 14 N.W.3d 898 (describ
20095	2025-06-18	2024 ND 129	9 N.W.3d 699	DB_NO_PARALLEL		e premises actually occupied and no other.” N.D.C.C. § 28-01-10; Hovet v. Dahl, 2024 ND 129, ¶ 7, 9 N.W.3d 699. Only lan
20095	2025-06-18	2022 ND 156	978 N.W.2d 715	DB_NO_PARALLEL		he clearly erroneous standard. Great Plains Royalty Corp. v. Earl Schwartz Co., 2022 ND 156, ¶ 13, 978 N.W.2d 715. “A fi
20100	2025-07-03	2024 ND 81	6 N.W.3d 657	DB_NO_PARALLEL		s properly referenced as a “partial judgment.” See Morales v. Weatherford U.S., 2024 ND 81, ¶¶ 11-33, 6 N.W.3d 657; Buch
20100	2025-07-03	2025 ND 53	18 N.W.3d 613	DB_NO_PARALLEL		ourt’s opportunity to judge the credibility of the witnesses. Ceynar v. Ceynar, 2025 ND 53, ¶ 3, 18 N.W.3d 613 (citing S
20101	2025-07-03	2025 ND 41	17 N.W.3d 577	DB_NO_PARALLEL		dification of child support” must be provided by the obligor. State v. Carrier, 2025 ND 41, ¶ 9, 17 N.W.3d 577. [¶8] Se
20101	2025-07-03	2023 ND 240	999 N.W.2d 192	DB_NO_PARALLEL		nt of child support in all child support determinations.” Williams v. Williams, 2023 ND 240, ¶ 14, 999 N.W.2d 192 (quoti
20102	2025-07-03	2024 ND 141	10 N.W.3d 104	DB_NO_PARALLEL		onal mental process leading to a reasoned determination. Gerszewski v. Rostvet, 2024 ND 141, ¶ 4, 10 N.W.3d 104. [¶5] A
20103	2025-07-03	2025 ND 58	18 N.W.3d 827	DB_NO_PARALLEL		ourt misapplied N.D. Admin. Rule 52 in several ways. [¶6] In Matter of Didier, 2025 ND 58, ¶ 7, 18 N.W.3d 827, we held
20103	2025-07-03	2020 ND 226	949 N.W.2d 848	DB_NO_PARALLEL		likely to engage in further acts of sexually predatory conduct. Matter of Hehn, 2020 ND 226, ¶ 5, 949 N.W.2d 848 (cleane
20105	2025-07-03	2023 ND 109	992 N.W.2d 14	DB_NO_PARALLEL		ial based on newly discovered evidence under N.D.R.Crim.P. 33. O’Neal v. State, 2023 ND 109, ¶ 4, 992 N.W.2d 14.” (Clean
20105	2025-07-03	2022 ND 147	977 N.W.2d 718	DB_NO_PARALLEL		wly discovered evidence must meet the standard articulated in Bridges v. State, 2022 ND 147, ¶ 13, 977 N.W.2d 718 (“the 
20106	2025-07-03	2022 ND 119	975 N.W.2d 578	DB_NO_PARALLEL		law are fully reviewable on appeal. Blue Appaloosa, Inc. v. N.D. Indus. Comm’n, 2022 ND 119, ¶ 4, 975 N.W.2d 578. The in
20106	2025-07-03	2018 ND 10	905 N.W.2d 768	DB_NO_PARALLEL		thus fully reviewable on appeal. Cont’l Res., Inc. v. Counce Energy BC #1, LLC, 2018 ND 10, ¶ 8, 905 N.W.2d 768. B [¶8]
20107	2025-07-03	2023 ND 39	987 N.W.2d 345	DB_NO_PARALLEL		reting a court rule, we apply principles of statutory construction. In re A.P., 2023 ND 39, ¶ 10, 987 N.W.2d 345. We loo
20108	2025-07-03	2024 ND 118	8 N.W.3d 308	DB_NO_PARALLEL		ed misconduct. See State v. Smith, 2023 ND 82, 989 N.W.2d 490, State v. Massey, 2024 ND 118, 8 N.W.3d 308, and Gadd
20108	2025-07-03	2024 ND 170	11 N.W.3d 21	DB_NO_PARALLEL		89 N.W.2d 490, State v. Massey, 2024 ND 118, 8 N.W.3d 308, and Gaddie v. State, 2024 ND 170, 11 N.W.3d 21. Prior to
20108	2025-07-03	2024 ND 19	2 N.W.3d 679	DB_NO_PARALLEL		newly discovered evidence would likely result in an acquittal. Lyons v. State, 2024 ND 19, ¶ 13, 2 N.W.3d 679. The cour
20108	2025-07-03	2023 ND 109	992 N.W.2d 14	DB_NO_PARALLEL		t of a rational mental process leading to a reasoned decision. O’Neal v. State, 2023 ND 109, ¶ 4, 992 N.W.2d 14. [¶10] O
20108	2025-07-03	2024 ND 99	6 N.W.3d 833	DB_NO_PARALLEL		after § 1 of the uniform act. 1985 N.D. Sess. Laws ch. 366. See Aune v. State, 2024 ND 99, ¶¶ 7–8, 6 N.W.3d 833. The com
20111	2025-07-17	2024 ND 211	14 N.W.3d 76	DB_NO_PARALLEL		three-step analysis required under N.D.R.Ev. 404(b). *See State v. Villazana*, 2024 ND 211, ¶13, 14 N.W.3d 76 (discussi
20111	2025-07-17	2025 ND 12	16 N.W.3d 164	DB_NO_PARALLEL		le effect of the alleged error in light of all the evidence. State v. Woodman, 2025 ND 12, ¶ 5, 16 N.W.3d 164 (cleaned
20111	2025-07-17	2024 ND 39	4 N.W.3d 242	DB_NO_PARALLEL		"apply to errors waived through the doctrine of invited error."" State v. Wiese, 2024 ND 39, ¶ 8, 4 N.W.3d 242 (quoting"
20111	2025-07-17	2020 ND 118	943 N.W.2d 791	DB_NO_PARALLEL		"error."" State v. Wiese, 2024 ND 39, ¶ 8, 4 N.W.3d 242 (quoting State v. Yoney, 2020 ND 118, ¶ 12, 943 N.W.2d 791). ""The "
20111	2025-07-17	2023 ND 6	984 N.W.2d 367	DB_NO_PARALLEL		drugs. Therefore, this alleged error is not reviewable. *See State v. Smith*, 2023 ND 6, ¶ 8, 984 N.W.2d 367 (stating
20111	2025-07-17	2018 ND 56	907 N.W.2d 361	DB_NO_PARALLEL		"ng or other trial proceeding invited by that party."" (quoting *State v. Rende*, 2018 ND 56, ¶ 9, 907 N.W.2d 361)). $\ma"
20111	2025-07-17	2024 ND 42	4 N.W.3d 223	DB_NO_PARALLEL		"lly understand the objection and appropriately rule on it."" State v. Henderson, 2024 ND 42, ¶ 7, 4 N.W.3d 223 (quoting"
20111	2025-07-17	2024 ND 118	8 N.W.3d 308	DB_NO_PARALLEL		s an obvious error affecting a defendant's substantial rights. State v. Massey, 2024 ND 118, ¶¶ 14, 19, 8 N.W.3d 308 (co
20111	2025-07-17	2024 ND 47	4 N.W.3d 540	DB_NO_PARALLEL		"asoned decision, or if it misinterprets or misapplies the law."" State v. Glaum, 2024 ND 47, ¶ 37, 4 N.W.3d 540 (quoting"
20111	2025-07-17	2025 ND 98	21 N.W.3d 108	DB_NO_PARALLEL		ourt's conclusion the request and motions were untimely. See State v. Lewellyn, 2025 ND 98, ¶ 13, 21 N.W.3d 108 (affirmi
20112	2025-07-17	2024 ND 159	10 N.W.3d 591	DB_NO_PARALLEL		to oil and gas leases.” N.D. Energy Servs., LLC v. Lime Rock Res. III-A, L.P., 2024 ND 159, ¶ 12, 10 N.W.3d 591 (quoting
20112	2025-07-17	2022 ND 150	978 N.W.2d 679	DB_NO_PARALLEL		‘explore, develop, and transport the minerals.’” Nw. Landowners Ass’n v. State, 2022 ND 150, ¶ 21, 978 N.W.2d 679 (quoti
20112	2025-07-17	2024 ND 169	11 N.W.3d 1	DB_NO_PARALLEL		vidence on appeal absent an abuse of discretion. Wollan v. Innovis Health, LLC, 2024 ND 169, ¶ 22, 11 N.W.3d 1; see also
20112	2025-07-17	2024 ND 224	14 N.W.3d 603	DB_NO_PARALLEL		. Innovis Health, LLC, 2024 ND 169, ¶ 22, 11 N.W.3d 1; see also Olson v. Olson, 2024 ND 224, ¶ 34, 14 N.W.3d 603 (“This 
20112	2025-07-17	2024 ND 6	1 N.W.3d 602	DB_NO_PARALLEL		it misinterprets or misapplies the law.” Wollan, ¶ 22 (quoting State v. Salou, 2024 ND 6, ¶ 7, 1 N.W.3d 602). A [¶27
20112	2025-07-17	2025 ND 62	18 N.W.3d 898	DB_NO_PARALLEL		court has broad discretion on evidentiary matters. Hoff v. City of Burlington, 2025 ND 62, ¶ 15, 18 N.W.3d 898. We will
20112	2025-07-17	2024 ND 171	11 N.W.3d 717	DB_NO_PARALLEL		fficient to create a fact question for the jury. Mitzel v. Vogel L. Firm, Ltd., 2024 ND 171, ¶ 36, 11 N.W.3d 717. Whethe
20112	2025-07-17	2024 ND 213	14 N.W.3d 31	DB_NO_PARALLEL		tion of law, fully reviewable on appeal. RMM Props., L.L.L.P. v. City of Minot, 2024 ND 213, ¶ 8, 14 N.W.3d 31. “Words u
20113	2025-07-17	2025 ND 21	16 N.W.3d 423	DB_NO_PARALLEL		to expand potential liability beyond premiums. Meiers v. N.D. Dep’t of Transp., 2025 ND 21, ¶ 36, 16 N.W.3d 423 (“The wo
20113	2025-07-17	2020 ND 179	947 N.W.2d 910	DB_NO_PARALLEL		ed to say, and meant what it has plainly expressed.” Wilkinson v. Bd. of Univ., 2020 ND 179, ¶ 34, 947 N.W.2d 910 (quoti
20113	2025-07-17	2022 ND 98	974 N.W.2d 409	DB_NO_PARALLEL		and allow an opportunity to challenge that determination. WSI v. Boechler, PC, 2022 ND 98, ¶ 6, 974 N.W.2d 409. The noti
20114	2025-07-17	2024 ND 133	9 N.W.3d 648	DB_NO_PARALLEL		with a definite and firm conviction a mistake has been made.” Belyeu v. State, 2024 ND 133, ¶ 6, 9 N.W.3d 648 (quoting
20114	2025-07-17	2018 ND 59	907 N.W.2d 344	DB_NO_PARALLEL		2, and the Sixth Amendment to the United States Constitution.” Koenig v. State, 2018 ND 59, ¶ 13, 907 N.W.2d 344. In add
20115	2025-07-17	2025 ND 63	18 N.W.3d 882	DB_NO_PARALLEL		"f the statutes and the purposes for which they were enacted."" State v. Helland, 2025 ND 63, ¶23, 18 N.W.3d 882 (citation"
20115	2025-07-17	2024 ND 164	10 N.W.3d 777	DB_NO_PARALLEL		"ion which would render part of the statute mere surplusage."" State v. Enriquez, 2024 ND 164, ¶17, 10 N.W.3d 777 (citatio"
20115	2025-07-17	2024 ND 46	4 N.W.3d 526	DB_NO_PARALLEL		"nd sentence. N.D.C.C. §§ 1-02-03 and 1-02-38(2)."" *Petro-Hunt, L.L.C. v. Tank,* 2024 ND 46, ¶ 27, 4 N.W.3d 526 (citation"
20116	2025-07-17	2023 ND 171	996 N.W.2d 329	DB_NO_PARALLEL		tion of law which we review de novo on the entire record. *Berger v. Sellers*, 2023 ND 171, ¶ 7, 996 N.W.2d 329 (citatio
20116	2025-07-17	2025 ND 47	17 N.W.3d 828	DB_NO_PARALLEL		"tional arguments can be made for different interpretations."" *Higgins v. Lund*, 2025 ND 47, ¶ 44, 17 N.W.3d 828 (citatio"
20116	2025-07-17	2025 ND 47	17 N.W.3d 828	DB_NO_PARALLEL		g the parties' intent, the primary goal of interpretation. See Higgins v. Lund, 2025 ND 47, ¶ 13, 17 N.W.3d 828, as amen
20117	2025-07-31	2024 ND 236	14 N.W.3d 902	DB_NO_PARALLEL		who may have reasons for limiting their arguments. See City of Fargo v. State, 2024 ND 236, ¶ 12, 14 N.W.3d 902. [¶25] J
20118	2025-07-31	2023 ND 9	984 N.W.2d 660	OTHER		ing. This Court affirmed the criminal judgments on appeal. State v. Rademacher, 2023 ND 9, 984 N.W.2d 660. [¶3] In
20118	2025-07-31	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		pplicant has the burden to establish the grounds for relief. Urrabazo v. State, 2024 ND 67, ¶ 6, 5 N.W.3d 521. This Cou
20118	2025-07-31	2024 ND 94	6 N.W.3d 853	DB_NO_PARALLEL		are fully reviewable on appeal of a post-conviction proceeding. Jung v. State, 2024 ND 94, ¶ 6, 6 N.W.3d 853 (quoting
20118	2025-07-31	2023 ND 247	1 N.W.3d 593	DB_NO_PARALLEL		fully reviewable on appeal. Urrabazo, 2024 ND 67, ¶ 13 (quoting Koon v. State, 2023 ND 247, ¶ 21, 1 N.W.3d 593); see als
20118	2025-07-31	2020 ND 224	949 N.W.2d 841	DB_NO_PARALLEL		test is a high bar and must be applied with scrupulous care.” Hunter v. State, 2020 ND 224, ¶ 10, 949 N.W.2d 841. [¶7] “
20118	2025-07-31	2025 ND 3	16 N.W.3d 204	DB_NO_PARALLEL		strict court cannot be raised for the first time on appeal.” State v. Thompson, 2025 ND 3, ¶ 11, 16 N.W.3d 204 (quoting
20118	2025-07-31	2024 ND 215	14 N.W.3d 37	DB_NO_PARALLEL		if the result is the same under the correct law and reasoning.” Chase v. State, 2024 ND 215, ¶ 18, 14 N.W.3d 37 (quoting
20118	2025-07-31	2024 ND 228	14 N.W.3d 883	DB_NO_PARALLEL		ror, the result of the proceeding would have been different. Lindeman v. State, 2024 ND 228, ¶ 8, 14 N.W.3d 883; see als
20118	2025-07-31	2025 ND 27	17 N.W.3d 583	DB_NO_PARALLEL		Lindeman v. State, 2024 ND 228, ¶ 8, 14 N.W.3d 883; see also Almklov v. State, 2025 ND 27, ¶ 5, 17 N.W.3d 583 (stating
20122	2025-07-31	2023 ND 39	987 N.W.2d 345	DB_NO_PARALLEL		ry, and this Court lacks jurisdiction if no statutory basis exists. In re A.P., 2023 ND 39, ¶ 6, 987 N.W.2d 345. We may 
20123	2025-07-31	2025 ND 57	19 N.W.3d 272	DB_NO_PARALLEL		decline to address this issue of first impression. See In re Est. of Kautzman, 2025 ND 57, ¶ 9, 19 N.W.3d 272 (declinin
20123	2025-07-31	2022 ND 148	978 N.W.2d 72	DB_NO_PARALLEL		ng review of issue concerning representation on appeal); Bolinske v. Sandstrom, 2022 ND 148, ¶ 23, 978 N.W.2d 72 (noting
20124	2025-07-31	2024 ND 233	14 N.W.3d 898	DB_NO_PARALLEL		16, ¶ 22, --- N.W.3d --- (party presentation rule discussed); Overbo v. Overbo, 2024 ND 233, ¶ 8, 14 N.W.3d 898 (same); 
20125	2025-08-14	2024 ND 139	10 N.W.3d 87	DB_NO_PARALLEL		appeal, the defendant does not preserve that issue for review.” State v. Adams, 2024 ND 139, ¶ 25, 10 N.W.3d 87; see als
20125	2025-08-14	2024 ND 127	9 N.W.3d 683	DB_NO_PARALLEL		iew.” State v. Adams, 2024 ND 139, ¶ 25, 10 N.W.3d 87; see also State v. Smith, 2024 ND 127, ¶ 5, 9 N.W.3d 683 (indicati
20125	2025-08-14	2024 ND 158	10 N.W.3d 563	DB_NO_PARALLEL		was plain, and (3) that affected a party’s substantial rights.” State v. Watts, 2024 ND 158, ¶ 7, 10 N.W.3d 563 (quoting
20125	2025-08-14	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		hts.” State v. Watts, 2024 ND 158, ¶ 7, 10 N.W.3d 563 (quoting State v. Gaddie, 2022 ND 44, ¶ 4, 971 N.W.2d 811). The de
20125	2025-08-14	2025 ND 83	20 N.W.3d 136	DB_NO_PARALLEL		will not be reversed on appeal absent an abuse of discretion.” State v. Burton, 2025 ND 83, ¶ 18, 20 N.W.3d 136. A court
20125	2025-08-14	2025 ND 21	16 N.W.3d 423	DB_NO_PARALLEL		ntication.’” Burton, 2025 ND 83, ¶ 21 (quoting Meiers v. N.D. Dep’t of Transp., 2025 ND 21, ¶ 39, 16 N.W.3d 423); see, e
20128	2025-08-28	2025 ND 47	17 N.W.3d 828	DB_NO_PARALLEL		that stipulations as to the law are invalid and ineffective.” Higgins v. Lund, 2025 ND 47, ¶ 38, 17 N.W.3d 828. “Trial a
20128	2025-08-28	2024 ND 52	5 N.W.3d 526	DB_NO_PARALLEL		fect distribution of royalty payments.” Whitetail Wave LLC v. XTO Energy, Inc., 2024 ND 52, ¶ 16, 5 N.W.3d 526; see also
20128	2025-08-28	2022 ND 8	969 N.W.2d 175	OTHER		, 5 N.W.3d 526; see also Vic Christensen Min. Tr. v. Enerplus Res. (USA) Corp., 2022 ND 8, ¶¶ 10-12, 969 N.W.2d 175. We 
20128	2025-08-28	2024 ND 46	4 N.W.3d 526	DB_NO_PARALLEL		ccounting “is never ordered as a matter of course.” Petro-Hunt, L.L.C. v. Tank, 2024 ND 46, ¶ 35, 4 N.W.3d 526 (quoting
20128	2025-08-28	2024 ND 137	9 N.W.3d 657	DB_NO_PARALLEL		and the judgment entered. Dorchester Mins., L.P. v. Hess Bakken Invs. II, LLC, 2024 ND 137, ¶ 24, 9 N.W.3d 657 (quoting
20129	2025-08-28	2022 ND 150	978 N.W.2d 679	DB_NO_PARALLEL		have a property interest in pore space.” Northwest Landowners Assoc. v. State, 2022 ND 150, ¶ 22, 978 N.W.2d 679 (NWLA I
20129	2025-08-28	2019 ND 280	935 N.W.2d 780	DB_NO_PARALLEL		ratory relief in the courts. Cont’l Res., Inc. v. N.D. Dep’t of Envtl. Quality, 2019 ND 280, ¶ 10, 935 N.W.2d 780. The d
20129	2025-08-28	2024 ND 34	3 N.W.3d 156	DB_NO_PARALLEL		gencies and allows them to apply their expertise. Garaas v. Petro-Hunt, L.L.C., 2024 ND 34, ¶ 10, 3 N.W.3d 156. It provi
20129	2025-08-28	2024 ND 233	14 N.W.3d 898	DB_NO_PARALLEL		11). We also exercise constitutional avoidance when possible, Overbo v. Overbo, 2024 ND 233, ¶ 7, 14 N.W.3d 898, and we 
20129	2025-08-28	2022 ND 148	978 N.W.2d 72	DB_NO_PARALLEL		substantial constitutional issues the case presents. See Bolinske v. Sandstrom, 2022 ND 148, ¶ 23, 978 N.W.2d 72 (declin
20129	2025-08-28	2024 ND 109	7 N.W.3d 268	DB_NO_PARALLEL		le these proceedings were pending, we decided SCS Carbon Transp. LLC v. Malloy, 2024 ND 109, 7 N.W.3d 268. There la
20130	2025-09-11	2019 ND 51	923 N.W.2d 123	OTHER		court’s ruling does not supervisory necessarily jurisdiction.” State v. Powley, 2019 ND 51, ¶ 13, 923 N.W.2d 123. create
20131	2025-09-22	2024 ND 176	11 N.W.3d 849	DB_NO_PARALLEL		l disposition of this disciplinary proceeding. See Disciplinary Bd. v. Merkens, 2024 ND 176, 11 N.W.3d 849. Merkens
20131	2025-09-22	2024 ND 176	11 N.W.3d 849	DB_NO_PARALLEL		DERED that Merkens’s interim suspension entered in Disciplinary Bd. v. Merkens, 2024 ND 176, 11 N.W.3d 849, is termi
20135	2025-09-25	2024 ND 170	11 N.W.3d 21	DB_NO_PARALLEL		ake has been made. The Court reviews questions of law de novo. Gaddie v. State, 2024 ND 170, ¶ 8, 11 N.W.3d 21 (cleaned
